10, 31516.011000,1106.992900, 37234.759000, 1915.984001,27961.459000, 654.383000
100,33839.698600,1685.239140, 73588.243000,17642.413000,22521.780002, 702.397001
200,35348.359960,1690.519225, 62101.739000,22986.557000,25648.401999, 677.343001
