 1,14740,15836,1096
 2,16384,16384,0
 3,16424,16424,0
 4,16492,16492,0
 5,16536,16536,0
 6,16604,16604,0
 7,16684,16684,0
 8,16740,16740,0
 9,16800,16800,0
 10,16860,16860,0
 11,16924,16924,0
 12,16980,16980,0
 13,17032,17032,0
 14,17076,17076,0
 15,17128,17128,0
 16,17156,17156,0
 17,17192,17192,0
 18,17224,17224,0
 19,17276,17276,0
 20,17320,17320,0
 21,17364,17364,0
 22,17412,17412,0
 23,17468,17468,0
 24,17512,17512,0
 25,17540,17540,0
 26,17584,17584,0
 27,17616,17616,0
 28,17660,17660,0
 29,17704,17704,0
 30,17736,17736,0
 31,17836,17840,4
 32,17872,17872,0
 33,17928,17928,0
 34,17972,17972,0
 35,18020,18020,0
 36,18076,18076,0
 37,18372,18372,0
 38,18428,18428,0
 39,18476,18476,0
 40,18516,18516,0
 41,18552,18552,0
 42,18596,18596,0
 43,18632,18632,0
 44,18684,18684,0
 45,18724,18724,0
 46,18780,18780,0
 47,18812,18812,0
 48,18848,18848,0
 49,18900,18900,0
 50,18940,18940,0
 51,18984,18984,0
 52,19032,19032,0
 53,19072,19072,0
 54,19124,19124,0
 55,19168,19168,0
 56,19200,19200,0
 57,19240,19240,0
 58,19280,19280,0
 59,19328,19328,0
 60,19384,19416,32
 61,19456,19456,0
 62,19504,19504,0
 63,19544,19544,0
 64,19596,19596,0
 65,19636,19636,0
 66,19692,19692,0
 67,19752,19752,0
 68,19784,19784,0
 69,19836,19836,0
 70,19880,19880,0
 71,19912,19912,0
 72,19952,19952,0
 73,19984,19984,0
 74,20036,20036,0
 75,20096,20096,0
 76,20136,20136,0
 77,20168,20168,0
 78,20208,20208,0
 79,20256,20256,0
 80,20288,20288,0
 81,20324,20324,0
 82,20352,20352,0
 83,20392,20392,0
 84,20444,20444,0
 85,20472,20472,0
 86,20528,20528,0
 87,20580,20580,0
 88,20880,20880,0
 89,20916,20916,0
 90,20968,20968,0
 91,21024,21024,0
 92,21052,21052,0
 93,21108,21108,0
 94,21144,21144,0
 95,21192,21192,0
 96,21236,21236,0
 97,21296,21296,0
 98,21344,21344,0
