 1,15012,16108,1096
 2,16696,16696,0
 3,16768,16768,0
 4,16808,16808,0
 5,16884,16884,0
 6,16940,16940,0
 7,16972,16972,0
 8,17052,17052,0
 9,17092,17092,0
 10,17160,17164,4
 11,17204,17204,0
 12,17252,17252,0
 13,17300,17300,0
 14,17372,17372,0
 15,17424,17424,0
 16,17468,17468,0
 17,17500,17500,0
 18,17540,17540,0
 19,17596,17596,0
 20,17640,17640,0
 21,17676,17676,0
 22,17720,17732,12
 23,17780,17780,0
 24,17836,17836,0
 25,17900,17908,8
 26,17940,17940,0
 27,18020,18020,0
 28,18056,18056,0
 29,18108,18120,12
 30,18148,18148,0
 31,18188,18188,0
 32,18232,18232,0
 33,18256,18256,0
 34,18296,18296,0
 35,18352,18352,0
 36,18392,18392,0
 37,18432,18432,0
 38,18472,18472,0
 39,18512,18512,0
 40,18544,18544,0
 41,18592,18592,0
 42,18652,18652,0
 43,18692,18692,0
 44,18736,18736,0
 45,18776,18776,0
 46,18812,18812,0
 47,18856,18856,0
 48,18912,18920,8
 49,18964,18964,0
 50,19012,19060,48
 51,19072,19080,8
 52,19112,19112,0
 53,19152,19152,0
 54,19200,19216,16
 55,19248,19248,0
 56,19288,19288,0
 57,19340,19340,0
 58,19380,19380,0
 59,19420,19420,0
 60,19444,19444,0
 61,19512,19512,0
 62,19556,19556,0
 63,19616,19616,0
 64,19676,19676,0
 65,19748,19748,0
 66,19788,19788,0
 67,19820,19820,0
 68,19868,19868,0
 69,19920,19920,0
 70,19976,19976,0
 71,20020,20020,0
 72,20088,20088,0
 73,20128,20128,0
 74,20176,20188,12
 75,20212,20212,0
 76,20256,20256,0
 77,20308,20308,0
 78,20352,20372,20
 79,20388,20388,0
 80,20436,20456,20
 81,20480,20480,0
 82,20544,20544,0
 83,20584,20584,0
 84,20628,20628,0
 85,20672,20672,0
 86,20740,20740,0
 87,20796,20796,0
 88,20848,20860,12
 89,20888,20888,0
 90,20948,20948,0
 91,20996,20996,0
 92,21028,21028,0
 93,21072,21072,0
 94,21128,21128,0
 95,21184,21184,0
 96,21240,21240,0
 97,21276,21276,0
 98,21344,21344,0
 99,21376,21388,12
 100,21432,21432,0
